,id,header,message,schemaref
19,28_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:13:16.281874Z', 'softwareName': 'EDDiscovery', 'softwareVersion': '10.6.0.0', 'uploaderID': '7200b9572c5d1f1742eb3212e449a45e8fb66ad7'}","{'BodyID': 4, 'BodyName': 'Drojeae EB-Q c8-12 A Belt Cluster 3', 'DistanceFromArrivalLS': 4.745924, 'Parents': [{'Ring': 1}, {'Star': 0}], 'ScanType': 'AutoScan', 'StarPos': [-1394.75, -59.40625, 3148.125], 'StarSystem': 'Drojeae EB-Q c8-12', 'SystemAddress': 3380038571338, 'WasDiscovered': True, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T15:13:16Z'}",https://eddn.edcd.io/schemas/journal/1
20,13_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:11:33.481315Z', 'softwareName': 'EDDiscovery', 'softwareVersion': '10.6.0.0', 'uploaderID': '7b6aee29968025ab3c729d3f52ac66a8f06f98ac'}","{'Atmosphere': '', 'AtmosphereType': 'None', 'AxialTilt': 0.459428, 'BodyID': 70, 'BodyName': 'Eor Aub ZP-P e5-917 6 f', 'Composition': {'Ice': 0.0, 'Metal': 0.089861, 'Rock': 0.910139}, 'DistanceFromArrivalLS': 3851.521484, 'Eccentricity': 0.031057, 'Landable': True, 'MassEM': 0.01746, 'Materials': [{'Name': 'iron', 'Percent': 19.401724}, {'Name': 'sulphur', 'Percent': 18.952713}, {'Name': 'carbon', 'Percent': 15.937269}, {'Name': 'nickel', 'Percent': 14.674652}, {'Name': 'phosphorus', 'Percent': 10.203314}, {'Name': 'manganese', 'Percent': 8.012715}, {'Name': 'germanium', 'Percent': 5.574831}, {'Name': 'selenium', 'Percent': 2.96626}, {'Name': 'cadmium', 'Percent': 1.506632}, {'Name': 'tellurium', 'Percent': 1.443892}, {'Name': 'niobium', 'Percent': 1.326004}], 'OrbitalInclination': -2.565522, 'OrbitalPeriod': 1404597.75, 'Parents': [{'Planet': 61}, {'Null': 60}, {'Star': 0}], 'Periapsis': 143.813293, 'PlanetClass': 'Rocky body', 'Radius': 1804098.875, 'RotationPeriod': 1404711.875, 'ScanType': 'Detailed', 'SemiMajorAxis': 3112308480.0, 'StarPos': [-4631.625, 213.75, 20387.0938], 'StarSystem': 'Eor Aub ZP-P e5-917', 'SurfaceGravity': 2.13817, 'SurfacePressure': 0.0, 'SurfaceTemperature': 303.605927, 'SystemAddress': 3939674106036, 'TerraformState': '', 'TidalLock': True, 'Volcanism': '', 'WasDiscovered': False, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T15:11:33Z'}",https://eddn.edcd.io/schemas/journal/1
21,36_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:27:38.842691Z', 'softwareName': 'EDDiscovery', 'softwareVersion': '10.6.0.0', 'uploaderID': '256ddd9ee62967448d402351d94f3113913bea4f'}","{'Atmosphere': '', 'AtmosphereComposition': [{'Name': 'Hydrogen', 'Percent': 73.425667}, {'Name': 'Helium', 'Percent': 26.574326}], 'AxialTilt': -0.420928, 'BodyID': 10, 'BodyName': 'Bleia Eohn TB-V b22-3 2', 'DistanceFromArrivalLS': 746.840393, 'Eccentricity': 0.000635, 'Landable': False, 'MassEM': 423.733185, 'OrbitalInclination': -0.234647, 'OrbitalPeriod': 104143896.0, 'Parents': [{'Star': 0}], 'Periapsis': 69.644264, 'PlanetClass': 'Sudarsky class I gas giant', 'Radius': 75231600.0, 'ReserveLevel': 'PristineResources', 'Rings': [{'InnerRad': 126250000.0, 'MassMT': 705940000000.0, 'Name': 'Bleia Eohn TB-V b22-3 2 A Ring', 'OuterRad': 261480000.0, 'RingClass': 'eRingClass_Icy'}], 'RotationPeriod': 106438.125, 'ScanType': 'Detailed', 'SemiMajorAxis': 223779389440.0, 'StarPos': [-992.9375, -89.0625, 1992.0625], 'StarSystem': 'Bleia Eohn TB-V b22-3', 'SurfaceGravity': 29.840168, 'SurfacePressure': 0.0, 'SurfaceTemperature': 129.277496, 'SystemAddress': 7254602164417, 'TerraformState': '', 'TidalLock': False, 'Volcanism': '', 'WasDiscovered': False, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T15:27:37Z'}",https://eddn.edcd.io/schemas/journal/1
22,15_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:11:33.813231Z', 'softwareName': 'E:D Market Connector [Windows]', 'softwareVersion': '3.4.0.0', 'uploaderID': 'f5ed3ecb6a9e788cad90c83caba23541cf69963d'}","{'Body': 'ICZ HW-V b2-0 A', 'BodyID': 3, 'BodyType': 'Star', 'Population': 0, 'StarPos': [98.34375, -102.53125, 16.84375], 'StarSystem': 'ICZ HW-V b2-0', 'SystemAddress': 672296347057, 'SystemAllegiance': '', 'SystemEconomy': '$economy_None;', 'SystemGovernment': '$government_None;', 'SystemSecondEconomy': '$economy_None;', 'SystemSecurity': '$GAlAXY_MAP_INFO_state_anarchy;', 'event': 'FSDJump', 'timestamp': '2019-07-01T15:11:31Z'}",https://eddn.edcd.io/schemas/journal/1
23,22_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:13:15.288063Z', 'softwareName': 'E:D Market Connector [Windows]', 'softwareVersion': '3.4.2.0', 'uploaderID': '4ba3f6cc8337394c276493bc7992383ef6e72caf'}","{'horizons': True, 'marketId': 3228780032, 'ships': ['adder', 'diamondback', 'diamondbackxl', 'eagle', 'federation_dropship', 'federation_dropship_mkii', 'federation_gunship', 'hauler', 'sidewinder'], 'stationName': 'Clervoy City', 'systemName': 'Gendalla', 'timestamp': '2019-07-01T15:13:14Z'}",https://eddn.edcd.io/schemas/shipyard/2
24,16_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:11:34.228491Z', 'softwareName': 'EDDiscovery', 'softwareVersion': '10.6.0.0', 'uploaderID': 'f814ce31edefd44198d91da4ad898ef597089f2b'}","{'Atmosphere': 'helium atmosphere', 'AtmosphereComposition': [{'Name': 'Helium', 'Percent': 100.0}], 'AtmosphereType': 'Helium', 'AxialTilt': -0.237536, 'BodyID': 10, 'BodyName': 'Grea Hypooe QX-K b12-0 A 8', 'Composition': {'Ice': 0.686042, 'Metal': 0.103536, 'Rock': 0.210422}, 'DistanceFromArrivalLS': 5246.315918, 'Eccentricity': 0.000418, 'Landable': False, 'MassEM': 0.671129, 'OrbitalInclination': -1.436827, 'OrbitalPeriod': 2042134272.0, 'Parents': [{'Star': 1}, {'Null': 0}], 'Periapsis': 279.182709, 'PlanetClass': 'Icy body', 'Radius': 6898736.5, 'RotationPeriod': 103588.765625, 'ScanType': 'Detailed', 'SemiMajorAxis': 1572584161280.0, 'StarPos': [-11941.0313, -484.34375, 13277.9375], 'StarSystem': 'Grea Hypooe QX-K b12-0', 'SurfaceGravity': 5.620513, 'SurfacePressure': 15412.033203, 'SurfaceTemperature': 20.521469, 'SystemAddress': 510696962665, 'TerraformState': '', 'TidalLock': False, 'Volcanism': '', 'WasDiscovered': False, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T15:11:33Z'}",https://eddn.edcd.io/schemas/journal/1
25,30_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:27:37.843225Z', 'softwareName': 'EDDiscovery', 'softwareVersion': '10.6.0.0', 'uploaderID': 'f814ce31edefd44198d91da4ad898ef597089f2b'}","{'Atmosphere': 'thin neon atmosphere', 'AtmosphereComposition': [{'Name': 'Neon', 'Percent': 100.0}], 'AtmosphereType': 'Neon', 'AxialTilt': 0.282189, 'BodyID': 9, 'BodyName': 'Grea Hypooe PF-Z b4-0 5', 'Composition': {'Ice': 0.68505, 'Metal': 0.103693, 'Rock': 0.211257}, 'DistanceFromArrivalLS': 823.910889, 'Eccentricity': 0.000814, 'Landable': False, 'MassEM': 0.508491, 'OrbitalInclination': -0.006443, 'OrbitalPeriod': 125216416.0, 'Parents': [{'Star': 0}], 'Periapsis': 61.636086, 'PlanetClass': 'Icy body', 'Radius': 6334015.0, 'RotationPeriod': 72104.203125, 'ScanType': 'Detailed', 'SemiMajorAxis': 246805217280.0, 'StarPos': [-11803.0313, -459.6875, 13117.7813], 'StarSystem': 'Grea Hypooe PF-Z b4-0', 'SurfaceGravity': 5.051666, 'SurfacePressure': 311.196381, 'SurfaceTemperature': 51.308437, 'SystemAddress': 512576076329, 'TerraformState': '', 'TidalLock': False, 'Volcanism': '', 'WasDiscovered': False, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T15:27:37Z'}",https://eddn.edcd.io/schemas/journal/1
26,17_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:11:34.283056Z', 'softwareName': 'EDSM', 'softwareVersion': '1.0.1', 'uploaderID': '3515251d293f0f3a06d4c563609818040280f2f1'}","{'AbsoluteMagnitude': 4.422821, 'Age_MY': 3122, 'AxialTilt': 0, 'BodyID': 2, 'BodyName': 'Hachee VD-B d12 A', 'DistanceFromArrivalLS': 0, 'Eccentricity': 0.100967, 'Luminosity': 'VII', 'OrbitalInclination': 28.33864, 'OrbitalPeriod': 2080463, 'Parents': [{'Null': 1}, {'Null': 0}], 'Periapsis': 17.623121, 'Radius': 11796.875, 'RotationPeriod': 6.82924, 'ScanType': 'AutoScan', 'SemiMajorAxis': 8109758464, 'StarPos': [-4549.34375, 459.625, 45055.28125], 'StarSystem': 'Hachee VD-B d12', 'StarType': 'N', 'StellarMass': 0.613281, 'Subclass': 0, 'SurfaceTemperature': 4420193, 'SystemAddress': 421838035715, 'WasDiscovered': True, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T14:08:25Z'}",https://eddn.edcd.io/schemas/journal/1
27,3_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T14:11:02.894181Z', 'softwareName': 'EDSM', 'softwareVersion': '1.0.1', 'uploaderID': 'f90cc946342043c6da68b9ed377adbecb735a3be'}","{'Atmosphere': '', 'AtmosphereType': 'None', 'AxialTilt': -0.293005, 'BodyID': 25, 'BodyName': 'Skaude QR-U b35-10 5 c', 'Composition': {'Ice': 0.825004, 'Metal': 0.015558, 'Rock': 0.159439}, 'DistanceFromArrivalLS': 4529.935547, 'Eccentricity': 3.5e-05, 'Landable': True, 'MassEM': 0.002761, 'Materials': [{'Name': 'sulphur', 'Percent': 26.362711}, {'Name': 'carbon', 'Percent': 22.16831}, {'Name': 'phosphorus', 'Percent': 14.192532}, {'Name': 'iron', 'Percent': 11.862721}, {'Name': 'nickel', 'Percent': 8.972465}, {'Name': 'chromium', 'Percent': 5.33506}, {'Name': 'manganese', 'Percent': 4.899183}, {'Name': 'selenium', 'Percent': 4.125988}, {'Name': 'antimony', 'Percent': 0.725084}, {'Name': 'tin', 'Percent': 0.704552}, {'Name': 'tungsten', 'Percent': 0.651383}], 'OrbitalInclination': -0.153325, 'OrbitalPeriod': 436076.65625, 'Parents': [{'Planet': 20}, {'Star': 0}], 'Periapsis': 287.075287, 'PlanetClass': 'Icy body', 'Radius': 1234997.375, 'RotationPeriod': 420055.21875, 'ScanType': 'Detailed', 'SemiMajorAxis': 745397312, 'StarPos': [-4809.40625, -273.03125, 9942.1875], 'StarSystem': 'Skaude QR-U b35-10', 'SurfaceGravity': 0.721544, 'SurfacePressure': 0, 'SurfaceTemperature': 37.081379, 'SystemAddress': 22596493194545, 'TerraformState': '', 'TidalLock': True, 'Volcanism': '', 'WasDiscovered': False, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T13:04:11Z'}",https://eddn.edcd.io/schemas/journal/1
28,21_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:13:15.233686Z', 'softwareName': 'E:D Market Connector [Windows]', 'softwareVersion': '3.4.2.0', 'uploaderID': '4ba3f6cc8337394c276493bc7992383ef6e72caf'}","{'horizons': True, 'marketId': 3228780032, 'modules': ['Hpt_basicmissilerack_fixed_medium', 'Hpt_basicmissilerack_fixed_small', 'Hpt_cannon_fixed_huge', 'Hpt_cannon_gimbal_huge', 'Hpt_cannon_gimbal_large', 'Hpt_cannon_turret_large', 'Hpt_cargoscanner_size0_class1', 'Hpt_cargoscanner_size0_class2', 'Hpt_cargoscanner_size0_class3', 'Hpt_chafflauncher_tiny', 'Hpt_crimescanner_size0_class1', 'Hpt_crimescanner_size0_class2', 'Hpt_electroniccountermeasure_tiny', 'Hpt_heatsinklauncher_turret_tiny', 'Hpt_minelauncher_fixed_small', 'Hpt_minelauncher_fixed_small_impulse', 'Hpt_mining_abrblstr_turret_small', 'Hpt_mining_subsurfdispmisle_fixed_small', 'Hpt_mining_subsurfdispmisle_turret_medium', 'Hpt_mininglaser_fixed_small', 'Hpt_mininglaser_turret_small', 'Hpt_multicannon_fixed_medium', 'Hpt_multicannon_gimbal_huge', 'Hpt_multicannon_gimbal_large', 'Hpt_multicannon_gimbal_small', 'Hpt_multicannon_turret_small', 'Hpt_plasmapointdefence_turret_tiny', 'Hpt_pulselaser_gimbal_huge', 'Hpt_pulselaser_gimbal_large', 'Hpt_pulselaserburst_gimbal_huge', 'Hpt_pulselaserburst_turret_small', 'Hpt_railgun_fixed_medium', 'Hpt_railgun_fixed_small', 'Hpt_slugshot_gimbal_large', 'Hpt_slugshot_turret_large', 'Hpt_slugshot_turret_medium', 'Int_buggybay_size2_class1', 'Int_buggybay_size4_class1', 'Int_buggybay_size4_class2', 'Int_buggybay_size6_class1', 'Int_buggybay_size6_class2', 'Int_cargorack_size1_class1', 'Int_cargorack_size3_class1', 'Int_cargorack_size4_class1', 'Int_cargorack_size5_class1', 'Int_cargorack_size6_class1', 'Int_cargorack_size7_class1', 'Int_cargorack_size8_class1', 'Int_dronecontrol_fueltransfer_size1_class4', 'Int_dronecontrol_fueltransfer_size3_class3', 'Int_dronecontrol_fueltransfer_size3_class5', 'Int_dronecontrol_fueltransfer_size5_class2', 'Int_dronecontrol_fueltransfer_size7_class1', 'Int_dronecontrol_fueltransfer_size7_class5', 'Int_dronecontrol_prospector_size5_class2', 'Int_dronecontrol_prospector_size7_class1', 'Int_dronecontrol_repair_size1_class4', 'Int_dronecontrol_repair_size3_class3', 'Int_dronecontrol_repair_size3_class5', 'Int_dronecontrol_repair_size5_class2', 'Int_dronecontrol_repair_size5_class5', 'Int_dronecontrol_repair_size7_class1', 'Int_dronecontrol_repair_size7_class5', 'Int_dronecontrol_resourcesiphon_size1_class1', 'Int_engine_size2_class5', 'Int_engine_size3_class5', 'Int_engine_size4_class3', 'Int_engine_size4_class4', 'Int_engine_size4_class5', 'Int_engine_size5_class5', 'Int_engine_size6_class2', 'Int_fsdinterdictor_size1_class1', 'Int_fsdinterdictor_size1_class2', 'Int_fsdinterdictor_size1_class3', 'Int_fsdinterdictor_size1_class4', 'Int_fsdinterdictor_size2_class1', 'Int_fsdinterdictor_size2_class2', 'Int_fsdinterdictor_size2_class4', 'Int_fsdinterdictor_size2_class5', 'Int_fuelscoop_size1_class1', 'Int_fuelscoop_size5_class4', 'Int_fuelscoop_size6_class4', 'Int_fueltank_size2_class3', 'Int_fueltank_size3_class3', 'Int_fueltank_size4_class3', 'Int_fueltank_size5_class3', 'Int_fueltank_size6_class3', 'Int_fueltank_size7_class3', 'Int_fueltank_size8_class3', 'Int_hullreinforcement_size2_class1', 'Int_hullreinforcement_size4_class1', 'Int_hullreinforcement_size5_class1', 'Int_hyperdrive_size2_class1', 'Int_hyperdrive_size2_class2', 'Int_hyperdrive_size2_class3', 'Int_hyperdrive_size2_class4', 'Int_hyperdrive_size2_class5', 'Int_hyperdrive_size3_class1', 'Int_hyperdrive_size3_class2', 'Int_hyperdrive_size3_class3', 'Int_hyperdrive_size3_class4', 'Int_hyperdrive_size3_class5', 'Int_lifesupport_size1_class5', 'Int_lifesupport_size2_class5', 'Int_lifesupport_size3_class5', 'Int_lifesupport_size4_class4', 'Int_lifesupport_size4_class5', 'Int_lifesupport_size5_class4', 'Int_lifesupport_size6_class3', 'Int_modulereinforcement_size2_class1', 'Int_modulereinforcement_size3_class1', 'Int_modulereinforcement_size4_class1', 'Int_modulereinforcement_size5_class1', 'Int_powerdistributor_size1_class3', 'Int_powerdistributor_size1_class4', 'Int_powerdistributor_size1_class5', 'Int_powerdistributor_size2_class3', 'Int_powerdistributor_size2_class4', 'Int_powerdistributor_size2_class5', 'Int_powerdistributor_size3_class3', 'Int_powerdistributor_size3_class5', 'Int_powerplant_size2_class1', 'Int_powerplant_size2_class2', 'Int_powerplant_size2_class3', 'Int_powerplant_size2_class4', 'Int_powerplant_size2_class5', 'Int_powerplant_size3_class1', 'Int_powerplant_size3_class2', 'Int_powerplant_size3_class3', 'Int_powerplant_size3_class4', 'Int_powerplant_size3_class5', 'Int_refinery_size1_class1', 'Int_refinery_size1_class2', 'Int_refinery_size1_class3', 'Int_refinery_size1_class4', 'Int_refinery_size1_class5', 'Int_refinery_size2_class1', 'Int_refinery_size2_class2', 'Int_refinery_size2_class3', 'Int_refinery_size2_class4', 'Int_refinery_size2_class5', 'Int_sensors_size4_class4', 'Int_sensors_size5_class5', 'Int_sensors_size6_class4', 'Int_sensors_size6_class5', 'Int_shieldgenerator_size1_class3_fast', 'Int_shieldgenerator_size2_class1', 'Int_shieldgenerator_size2_class3_fast', 'Int_shieldgenerator_size2_class4', 'Int_shieldgenerator_size2_class5', 'Int_shieldgenerator_size3_class3', 'Int_shieldgenerator_size3_class3_fast', 'Int_shieldgenerator_size3_class4', 'Int_shieldgenerator_size3_class5', 'Int_shieldgenerator_size4_class4', 'Int_shieldgenerator_size4_class5', 'Int_shieldgenerator_size5_class3_fast', 'Int_shieldgenerator_size5_class4', 'Int_shieldgenerator_size6_class2', 'Int_shieldgenerator_size6_class3', 'Int_shieldgenerator_size6_class3_fast', 'Int_shieldgenerator_size6_class4', 'adder_Armour_grade1', 'adder_Armour_grade2', 'adder_Armour_grade3', 'adder_Armour_mirrored', 'adder_Armour_reactive', 'diamondback_Armour_grade1', 'diamondback_Armour_grade2', 'diamondback_Armour_grade3', 'diamondback_Armour_mirrored', 'diamondback_Armour_reactive', 'diamondbackxl_Armour_grade1', 'diamondbackxl_Armour_grade2', 'diamondbackxl_Armour_grade3', 'diamondbackxl_Armour_mirrored', 'diamondbackxl_Armour_reactive', 'eagle_Armour_grade1', 'eagle_Armour_grade2', 'eagle_Armour_grade3', 'eagle_Armour_mirrored', 'eagle_Armour_reactive', 'federation_dropship_Armour_grade1', 'federation_dropship_Armour_grade2', 'federation_dropship_Armour_grade3', 'federation_dropship_Armour_mirrored', 'federation_dropship_Armour_reactive', 'federation_dropship_mkii_Armour_grade1', 'federation_dropship_mkii_Armour_grade2', 'federation_dropship_mkii_Armour_grade3', 'federation_dropship_mkii_Armour_mirrored', 'federation_dropship_mkii_Armour_reactive', 'federation_gunship_Armour_grade1', 'federation_gunship_Armour_grade2', 'federation_gunship_Armour_grade3', 'federation_gunship_Armour_mirrored', 'federation_gunship_Armour_reactive', 'hauler_Armour_grade1', 'hauler_Armour_grade2', 'hauler_Armour_grade3', 'hauler_Armour_mirrored', 'hauler_Armour_reactive', 'sidewinder_Armour_grade1', 'sidewinder_Armour_grade2', 'sidewinder_Armour_grade3', 'sidewinder_Armour_mirrored', 'sidewinder_Armour_reactive'], 'stationName': 'Clervoy City', 'systemName': 'Gendalla', 'timestamp': '2019-07-01T15:13:14Z'}",https://eddn.edcd.io/schemas/outfitting/2
29,8_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T14:11:04.212720Z', 'softwareName': 'EDDiscovery', 'softwareVersion': '10.6.0.0', 'uploaderID': '417de35a90c2b925fd8c86c9db218027315561b7'}","{'Atmosphere': 'thick argon rich atmosphere', 'AtmosphereComposition': [{'Name': 'Nitrogen', 'Percent': 99.012367}, {'Name': 'Argon', 'Percent': 0.987502}], 'AtmosphereType': 'ArgonRich', 'AxialTilt': -0.27496, 'BodyID': 6, 'BodyName': 'Fleckaea TQ-N c23-0 A 2', 'Composition': {'Ice': 0.20677, 'Metal': 0.265622, 'Rock': 0.527608}, 'DistanceFromArrivalLS': 721.400269, 'Eccentricity': 3.4e-05, 'Landable': False, 'MassEM': 0.458714, 'OrbitalInclination': -0.01955, 'OrbitalPeriod': 70036640.0, 'Parents': [{'Star': 1}, {'Null': 0}], 'Periapsis': 299.620575, 'PlanetClass': 'Rocky ice body', 'Radius': 5211097.0, 'RotationPeriod': 130304.15625, 'ScanType': 'Detailed', 'SemiMajorAxis': 216266440704.0, 'StarPos': [3744.65625, -67.0, 63937.6875], 'StarSystem': 'Fleckaea TQ-N c23-0', 'SurfaceGravity': 6.732767, 'SurfacePressure': 57889884.0, 'SurfaceTemperature': 168.891006, 'SystemAddress': 90160710858, 'TerraformState': '', 'TidalLock': False, 'Volcanism': '', 'WasDiscovered': False, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T14:11:03Z'}",https://eddn.edcd.io/schemas/journal/1
30,27_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:13:16.097811Z', 'softwareName': 'E:D Market Connector [Windows]', 'softwareVersion': '3.4.2.0', 'uploaderID': '84dd0f466d7b7d6cce567052756b816df3cb6a48'}","{'AbsoluteMagnitude': 3.462585, 'Age_MY': 2802, 'AxialTilt': 0.0, 'BodyID': 1, 'BodyName': 'Col 359 Sector UN-T d3-42 A', 'DistanceFromArrivalLS': 0.0, 'Eccentricity': 0.221166, 'Luminosity': 'VI', 'OrbitalInclination': 37.214542, 'OrbitalPeriod': 73755168.0, 'Parents': [{'Null': 0}], 'Periapsis': 13.439346, 'Radius': 791309504.0, 'RotationPeriod': 211719.296875, 'ScanType': 'AutoScan', 'SemiMajorAxis': 105390514176.0, 'StarPos': [-177.1875, -174.25, 442.375], 'StarSystem': 'Col 359 Sector UN-T d3-42', 'StarType': 'F', 'StellarMass': 1.328125, 'Subclass': 0, 'SurfaceTemperature': 7421.0, 'SystemAddress': 1453552798099, 'WasDiscovered': True, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T15:13:14Z'}",https://eddn.edcd.io/schemas/journal/1
31,7_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T14:11:04.131847Z', 'softwareName': 'EDDI', 'softwareVersion': '3.4.1', 'uploaderID': 'b2bd0452079aa12de3a3b6f4b6e82b39e9d9431d'}","{'Atmosphere': 'carbon dioxide rich atmosphere', 'AtmosphereComposition': [{'Name': 'Nitrogen', 'Percent': 99.564377}, {'Name': 'CarbonDioxide', 'Percent': 0.42187}], 'AtmosphereType': 'CarbonDioxideRich', 'AxialTilt': -0.375686, 'BodyID': 45, 'BodyName': 'Nueloae LN-Q d6-5 C 3', 'Composition': {'Ice': 0.0, 'Metal': 0.33068, 'Rock': 0.66932}, 'DistanceFromArrivalLS': 58698.605469, 'Eccentricity': 0.001441, 'Landable': False, 'MassEM': 0.443329, 'OrbitalInclination': -0.006792, 'OrbitalPeriod': 44972244.0, 'Parents': [{'Star': 4}, {'Null': 0}], 'Periapsis': 226.520996, 'PlanetClass': 'High metal content body', 'Radius': 4750734.5, 'RotationPeriod': 162174.421875, 'ScanType': 'Detailed', 'SemiMajorAxis': 161984151552.0, 'StarPos': [36849.65625, -54.875, 13580.375], 'StarSystem': 'Nueloae LN-Q d6-5', 'SurfaceGravity': 7.829143, 'SurfacePressure': 293032.46875, 'SurfaceTemperature': 234.518524, 'SystemAddress': 190010347195, 'TerraformState': 'Terraformable', 'TidalLock': False, 'Volcanism': '', 'WasDiscovered': False, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T14:11:03Z'}",https://eddn.edcd.io/schemas/journal/1
32,31_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:27:38.117269Z', 'softwareName': 'EDDiscovery', 'softwareVersion': '10.6.0.0', 'uploaderID': 'bdb199619d93aca785cbd751ae03a08f03355c4f'}","{'BodyID': 17, 'BodyName': 'Nuwo ZD-E c1-0 B A Belt Cluster 7', 'DistanceFromArrivalLS': 4724.980957, 'Parents': [{'Ring': 10}, {'Star': 2}, {'Null': 0}], 'ScanType': 'AutoScan', 'StarPos': [-102.625, -44.40625, 61731.53], 'StarSystem': 'Nuwo ZD-E c1-0', 'SystemAddress': 83718292234, 'WasDiscovered': False, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T15:27:11Z'}",https://eddn.edcd.io/schemas/journal/1
33,29_2019-07-01 17:27:40,"{'gatewayTimestamp': '2019-07-01T15:13:16.416625Z', 'softwareName': 'EDDiscovery', 'softwareVersion': '10.6.0.0', 'uploaderID': 'f814ce31edefd44198d91da4ad898ef597089f2b'}","{'Atmosphere': '', 'AtmosphereType': 'None', 'AxialTilt': 0.244221, 'BodyID': 8, 'BodyName': 'Grea Hypooe NR-M b11-1 5 a', 'Composition': {'Ice': 0.879501, 'Metal': 0.016571, 'Rock': 0.103927}, 'DistanceFromArrivalLS': 1583.956177, 'Eccentricity': 0.0, 'Landable': True, 'MassEM': 0.255992, 'Materials': [{'Name': 'sulphur', 'Percent': 27.748213}, {'Name': 'carbon', 'Percent': 23.33337}, {'Name': 'phosphorus', 'Percent': 14.938426}, {'Name': 'iron', 'Percent': 12.022784}, {'Name': 'nickel', 'Percent': 9.093531}, {'Name': 'selenium', 'Percent': 4.34283}, {'Name': 'zinc', 'Percent': 3.267343}, {'Name': 'germanium', 'Percent': 3.188691}, {'Name': 'niobium', 'Percent': 0.821693}, {'Name': 'yttrium', 'Percent': 0.718107}, {'Name': 'mercury', 'Percent': 0.525015}], 'OrbitalInclination': -47.300179, 'OrbitalPeriod': 17542448.0, 'Parents': [{'Planet': 7}, {'Star': 0}], 'Periapsis': 63.119698, 'PlanetClass': 'Icy body', 'Radius': 5436444.5, 'RotationPeriod': 18383406.0, 'ScanType': 'Detailed', 'SemiMajorAxis': 2072107136.0, 'StarPos': [-11923.3438, -477.15625, 13259.5], 'StarSystem': 'Grea Hypooe NR-M b11-1', 'SurfaceGravity': 3.452282, 'SurfacePressure': 1.866845, 'SurfaceTemperature': 37.802082, 'SystemAddress': 2709988653665, 'TerraformState': '', 'TidalLock': True, 'Volcanism': '', 'WasDiscovered': False, 'WasMapped': False, 'event': 'Scan', 'timestamp': '2019-07-01T15:13:16Z'}",https://eddn.edcd.io/schemas/journal/1
